Project ID,Project Town/City,Project ZIP Code,Electricity Utility Name,Natural Gas Utility Name,Audit Completed Date,NYSERDA Clean Energy Fund (CEF) Funding Amount (dollars),Georeference
581,East Concord,14055,NYS Electric and Gas,,3/6/2018,2500,POINT (-78.608834 42.554752)
1098,Westmoreland,13490,National Grid,,3/5/2020,3060,POINT (-75.40512 43.11986)
980,St. Johnsonville,13452,National Grid,,3/5/2020,2500,POINT (-74.67843 42.99876)
1059,Pine Bush,12566,NYS Electric and Gas,,3/5/2020,3570,POINT (-74.331639 41.624382)
1067,Rome,13440,National Grid,,3/5/2020,2500,POINT (-75.45336 43.21516)
1116,Trumansburg,14886,NYS Electric and Gas,,3/5/2020,2500,POINT (-76.681095 42.509918)
927,Fort Plain,13339,National Grid,,3/5/2019,2500,POINT (-74.62332 42.93068)
935,Smyrna,13464,NYS Electric and Gas,,3/5/2019,2500,POINT (-75.620948 42.680025)
473,Rushford,14777,Rochester Gas and Electric,,3/5/2018,2500,POINT (-78.226843 42.388862)
565,Gardiner,12525,Central Hudson Gas and Electric,,3/5/2018,2500,POINT (-74.177103 41.683748)
151,Chaumont,13622,National Grid,,3/5/2017,2500,POINT (-76.13127 44.06767)
1097,Phelps,14532,NYS Electric and Gas,,3/4/2022,4880,POINT (-77.03072 42.963923)
670,Madison,13402,NYS Electric and Gas,,3/4/2019,2500,POINT (-75.50622 42.90094)
918,Richfield Springs,13439,NYS Electric and Gas,,3/4/2019,2500,POINT (-74.997512 42.853108)
593,Burt,14028,National Grid,,3/4/2018,2500,POINT (-78.71228 43.31645)
611,Elmira,14901,NYS Electric and Gas,,3/4/2018,2500,POINT (-76.765553 42.080995)
383,Canandaigua,14424,Rochester Gas and Electric,,3/4/2018,2500,POINT (-77.28094 42.88809)
1171,Mohawk,13407,NYS Electric and Gas,,3/3/2021,2500,POINT (-75.00465 43.01129)
1355,South Fallsburg,12779,NYS Electric and Gas,,3/29/2022,2300,POINT (-74.631881 41.701093)
1379,Liberty,12754,NYS Electric and Gas,,3/29/2022,2500,POINT (-74.738419 41.79796)
1093,Stanley,14561,NYS Electric and Gas,,3/29/2021,2500,POINT (-77.12893 42.822179)
1028,Honeoye Falls,14472,Rochester Gas and Electric,,3/29/2021,2500,POINT (-77.59084 42.95282)
1024,Auburn,13021,National Grid,,3/29/2021,2500,POINT (-76.56591 42.92936)
906,Penn Yan,14527,NYS Electric and Gas,,3/29/2019,2500,POINT (-77.062296 42.662294)
644,Garnd Gorge,12167,NYS Electric and Gas,,3/29/2018,2500,POINT (-74.49385 42.36276)
646,Stamford,12167,NYS Electric and Gas,,3/29/2018,2500,POINT (-74.61738 42.4085)
618,Woodstock,12498,Central Hudson Gas and Electric,,3/29/2018,2500,POINT (-74.109597 42.038305)
532,East Concord,14055,NYS Electric and Gas,,3/29/2018,3453,POINT (-78.608834 42.554752)
718,Ogdensburg,13669,National Grid,,3/29/2018,2500,POINT (-75.48994 44.69424)
163,Brushton,12916,National Grid,,3/29/2017,2500,POINT (-74.51411 44.83009)
1293,Dekalb Junction,13630,National Grid,,3/28/2021,2500,POINT (-75.27263 44.50433)
730,Congers,10920,Orange and Rockland Utilities,,3/28/2018,2500,POINT (-73.940996 41.152106)
731,Kinderhook,12106,National Grid,,3/28/2018,2500,POINT (-73.69837 42.39531)
690,Hudson,12534,National Grid,,3/28/2018,2500,POINT (-73.79143 42.25282)
684,Kinderhook,12106,National Grid,,3/28/2018,3030,POINT (-73.69837 42.39531)
556,Saratoga Springs,12866,National Grid,,3/28/2018,2307,POINT (-73.78441 43.08412)
667,Cold Spring,10516,Central Hudson Gas and Electric,,3/28/2018,4770,POINT (-73.917544 41.449844)
933,Queensbury,12804,National Grid,,3/27/2019,2500,POINT (-73.67843 43.33318)
205,Oneonta,13820,NYS Electric and Gas,,3/26/2017,2500,POINT (-75.05992 42.4556)
1144,Canandaigua,14424,NYS Electric and Gas,,3/25/2020,2500,POINT (-77.28094 42.88809)
882,Glen Aubrey,13777,NYS Electric and Gas,,3/25/2019,2500,POINT (-75.98915 42.25413)
251,Jamesville,13078,National Grid,,3/24/2017,2496,POINT (-76.07025 42.9916)
276,Batavia,14020,National Grid,,3/24/2017,2283,POINT (-78.18838 42.99842)
1092,Wolcott,14590,Rochester Gas and Electric,,3/23/2021,2500,POINT (-76.828703 43.240455)
1139,Saratoga Springs,12866,National Grid,,3/23/2020,2500,POINT (-73.78441 43.08412)
288,Poland,13431,National Grid,,3/23/2017,188,POINT (-75.07266 43.23035)
206,Owego,13827,NYS Electric and Gas,,3/21/2017,2500,POINT (-76.252877 42.111474)
99,Jordanville,13361,National Grid,,3/20/2017,2500,POINT (-74.95181 42.91485)
1063,Warners,13164,NYS Electric and Gas,,3/19/2020,2500,POINT (-76.32931 43.0859)
720,Ogdensburg,13669,National Grid,,3/19/2018,2500,POINT (-75.48994 44.69424)
622,Marlboro,12542,Central Hudson Gas and Electric,,3/19/2018,2500,POINT (-73.991483 41.606585)
701,Stephentown,12168,NYS Electric and Gas,,3/19/2018,2500,POINT (-73.37111 42.54818)
63,Henderson,13650,National Grid,,3/19/2018,2499,POINT (-76.18306 43.8463)
719,Lisbon,13658,National Grid,,3/19/2018,2500,POINT (-75.31959 44.72815)
666,Tarrytown,10591,Consolidated Edison,,3/19/2018,2500,POINT (-73.85865 41.08007)
628,Lisbon,13658,National Grid,,3/19/2018,2500,POINT (-75.31959 44.72815)
520,Owego,13827,NYS Electric and Gas,,3/19/2018,2500,POINT (-76.252877 42.111474)
595,Congers,10920,Orange and Rockland Utilities,,3/19/2018,2500,POINT (-73.940996 41.152106)
238,Turin,13473,National Grid,,3/19/2017,2500,POINT (-75.41 43.62556)
138,Fort Plain,13339,National Grid,,3/19/2017,2500,POINT (-74.62332 42.93068)
219,Utica,13502,National Grid,,3/19/2017,2500,POINT (-75.24245 43.10124)
913,Clyde,14433,NYS Electric and Gas,,3/18/2019,2500,POINT (-76.877191 43.079039)
1108,Dryden,13053,NYS Electric and Gas,,3/16/2020,2500,POINT (-76.29598 42.49062)
1109,Nineveh,13813,NYS Electric and Gas,,3/16/2020,2500,POINT (-75.5355 42.16575)
229,Rochester,14612,Rochester Gas and Electric,,3/16/2017,131,POINT (-77.670545 43.261414)
186,Attica,14011,NYS Electric and Gas,,3/16/2017,2356,POINT (-78.28106 42.86402)
1301,Kendall,14476,National Grid,,3/15/2021,2500,POINT (-78.03601 43.32655)
230,Lisbon,13658,National Grid,,3/15/2017,2500,POINT (-75.31959 44.72815)
182,Dunkirk,14048,National Grid,,3/15/2017,2500,POINT (-79.33578 42.48724)
199,Cooperstown,13326,NYS Electric and Gas,,3/15/2017,2500,POINT (-74.908187 42.717237)
169,Delhi,13753,NYS Electric and Gas,,3/13/2017,2500,POINT (-74.92022 42.27484)
1146,Clymer,14724,National Grid,,3/12/2020,2500,POINT (-79.62799 42.02083)
1043,Lockport,14094,NYS Electric and Gas,,3/12/2020,2043,POINT (-78.69511 43.16926)
623,Pleasant Valley,12569,Central Hudson Gas and Electric,,3/12/2018,2500,POINT (-73.82198 41.74497)
592,Troy,12180,National Grid,,3/12/2018,2500,POINT (-73.68809 42.73449)
44,Skaneateles,13152,National Grid,,3/12/2017,4751,POINT (-76.42754 42.94564)
262,Newark Valley,13811,NYS Electric and Gas,,3/12/2017,2500,POINT (-76.169095 42.23117)
234,Newport,13416,National Grid,,3/12/2017,2500,POINT (-75.01815 43.19067)
22,Owego,13827,NYS Electric and Gas,,3/1/2017,290,POINT (-76.252877 42.111474)
235,Patterson,12563,NYS Electric and Gas,,3/1/2017,2500,POINT (-73.584646 41.488946)
261,Mexico,13114,National Grid,,3/1/2017,2500,POINT (-76.23148 43.45966)
195,Ogdensburg,13669,National Grid,,3/1/2017,2438,POINT (-75.48994 44.69424)
863,New Berlin,13411,NYS Electric and Gas,,3/11/2019,2500,POINT (-75.315689 42.636759)
212,Schenectady,12309,National Grid,,3/11/2017,2497,POINT (-73.90003 42.80697)
1317,Winthrop,13697,National Grid,,3/10/2022,2500,POINT (-74.78774 44.79496)
531,Interlaken,14847,NYS Electric and Gas,,2/7/2018,2500,POINT (-76.734524 42.605109)
566,Gardiner,12525,Central Hudson Gas and Electric,,2/7/2018,6000,POINT (-74.177103 41.683748)
165,Callicoon,12723,NYS Electric and Gas,,2/6/2017,2495,POINT (-75.022744 41.77339)
200,Guilford,13780,NYS Electric and Gas,,2/6/2017,2012,POINT (-75.483493 42.42155)
156,Greene,13778,NYS Electric and Gas,,2/6/2017,2500,POINT (-75.77401 42.33178)
184,Auburn,13021,NYS Electric and Gas,,2/6/2017,2500,POINT (-76.56591 42.92936)
183,Fort Plain,13339,National Grid,,2/6/2017,2500,POINT (-74.62332 42.93068)
187,Jordan,13080,Rochester Gas and Electric,,2/6/2017,2444,POINT (-76.47505 43.080792)
926,Candor,13743,NYS Electric and Gas,,2/5/2019,2498,POINT (-76.335496 42.217413)
194,Fort Plain,13339,National Grid,,2/5/2017,6000,POINT (-74.62332 42.93068)
504,Brockport,14420,National Grid,,2/4/2019,2500,POINT (-77.93845 43.2144)
1134,Kent,14477,National Grid,,2/3/2022,2500,POINT (-78.13551 43.32607)
1070,Medina,14103,National Grid,,2/3/2022,4975,POINT (-78.38691 43.22012)
1089,Perry,14530,NYS Electric and Gas,,2/3/2022,6000,POINT (-78.0055 42.71961)
231,Cassville,13318,National Grid,,2/3/2017,2500,POINT (-75.25531 42.94592)
203,Rossie,13646,National Grid,,2/28/2017,2500,POINT (-75.656 44.37927)
256,Callicoon,12723,NYS Electric and Gas,,2/28/2017,2500,POINT (-75.022744 41.77339)
210,Eden,14057,National Grid,,2/28/2017,2483,POINT (-78.88597 42.66683)
864,New Berlin,13411,NYS Electric and Gas,,2/27/2019,2500,POINT (-75.315689 42.636759)
936,Belmont,14813,NYS Electric and Gas,,2/25/2019,2500,POINT (-77.99246 42.242569)
965,Marathon,13803,NYS Electric and Gas,,2/24/2020,2500,POINT (-76.03513 42.44036)
1279,Naples,14512,NYS Electric and Gas,,2/23/2021,5942,POINT (-77.391738 42.639555)
1290,Lowville,13367,National Grid,,2/23/2021,2500,POINT (-75.49047 43.78695)
1287,Caledonia,14423,National Grid,,2/22/2021,2160,POINT (-77.8533 42.97389)
216,Millerton,12546,Central Hudson Gas and Electric,,2/22/2017,2500,POINT (-73.532337 41.955234)
903,Jeffersonville,12748,NYS Electric and Gas,,2/21/2019,2500,POINT (-74.92253 41.778955)
905,Little Falls,13365,National Grid,,2/21/2019,2500,POINT (-74.85884 43.04079)
178,Fort Ann,12827,National Grid,,2/21/2017,2500,POINT (-73.49172 43.41455)
204,Granville,12832,National Grid,,2/21/2017,2500,POINT (-73.26576 43.40466)
118,Berkshire,13736,NYS Electric and Gas,,2/21/2017,2478,POINT (-76.19603 42.316603)
167,Bloomville,13739,NYS Electric and Gas,,2/21/2017,2500,POINT (-74.807 42.33319)
858,Berlin,12138,NYS Electric and Gas,,2/20/2019,2500,POINT (-73.37266 42.69301)
198,Owego,13827,NYS Electric and Gas,,2/20/2017,2500,POINT (-76.252877 42.111474)
1296,Hammondsport,14840,NYS Electric and Gas,,2/19/2021,4984,POINT (-77.181609 42.444864)
1066,Lowville,13367,National Grid,,2/19/2020,6000,POINT (-75.49047 43.78695)
919,Little Falls,13365,National Grid,,2/19/2019,2500,POINT (-74.85884 43.04079)
657,Wilson,14172,National Grid,,2/19/2019,3195,POINT (-78.82604 43.30736)
917,Newport,13416,National Grid,,2/19/2019,2500,POINT (-75.01815 43.19067)
218,Alexander,14005,National Grid,,2/19/2017,2376,POINT (-78.25627 42.90173)
188,Cobleskill,12043,National Grid,,2/19/2017,2500,POINT (-74.48317 42.6782)
1096,Newark,14513,NYS Electric and Gas,,2/18/2022,6000,POINT (-77.094618 43.063468)
1137,Binghamton,13903,NYS Electric and Gas,,2/18/2020,2500,POINT (-75.901088 42.063181)
476,Eaton,13334,NYS Electric and Gas,,2/18/2018,2500,POINT (-75.654887 42.841829)
485,Hamilton,13346,NYS Electric and Gas,,2/18/2018,2500,POINT (-75.54231 42.821393)
1076,Cazenovia,13035,National Grid,,2/17/2020,2500,POINT (-75.84845 42.9296)
1075,Barton,13734,NYS Electric and Gas,,2/17/2020,2500,POINT (-76.408073 42.072458)
143,Spencerport,14559,Rochester Gas and Electric,,2/17/2017,2500,POINT (-77.80545 43.18626)
1191,Wayland,14572,NYS Electric and Gas,,2/15/2021,2500,POINT (-77.575008 42.558919)
160,Perry,14530,NYS Electric and Gas,,2/15/2017,2500,POINT (-78.0055 42.71961)
818,Smyrna,13464,NYS Electric and Gas,,2/14/2019,2500,POINT (-75.620948 42.680025)
602,Berkshire,13736,NYS Electric and Gas,,2/14/2018,4520,POINT (-76.19603 42.316603)
519,Clinton,13323,National Grid,,2/14/2018,2500,POINT (-75.37879 43.04824)
486,Earlville,13332,NYS Electric and Gas,,2/14/2018,2500,POINT (-75.571537 42.759935)
594,Watertown,13601,National Grid,,2/14/2018,2500,POINT (-75.91428 43.97586)
576,Swan Lake,12783,NYS Electric and Gas,,2/14/2018,2500,POINT (-74.838527 41.738103)
515,Avoca,14809,NYS Electric and Gas,,2/14/2018,2500,POINT (-77.440737 42.418947)
1056,Schaghticoke,12154,National Grid,,2/13/2020,2500,POINT (-73.58644 42.89705)
589,Goshen,10924,Orange and Rockland Utilities,,2/13/2018,5355,POINT (-74.343148 41.383219)
1118,Albion,14411,National Grid,,2/12/2020,2500,POINT (-78.19375 43.24607)
946,Little Falls,13365,National Grid,,2/12/2019,2500,POINT (-74.85884 43.04079)
885,Oswego,13827,NYS Electric and Gas,,2/12/2019,2488,POINT (-76.26213 42.10271)
608,Honeoye Falls,14472,National Grid,,2/12/2018,2500,POINT (-77.59084 42.95282)
538,Cortland,13045,National Grid,,2/12/2018,2500,POINT (-76.17484 42.60348)
559,Slingerlands,12159,National Grid,,2/12/2018,2500,POINT (-73.86618 42.62902)
529,Milton,12547,Central Hudson Gas and Electric,,2/12/2018,5085,POINT (-73.976751 41.655105)
142,Troupsburg,14885,NYS Electric and Gas,,2/12/2017,2500,POINT (-77.568588 42.0461)
801,LaFayette,13084,NYS Electric and Gas,,2/11/2019,2500,POINT (-76.105637 42.891883)
944,Greenwich,12834,National Grid,,2/11/2019,2500,POINT (-73.49696 43.08752)
577,Swan Lake,12783,NYS Electric and Gas,,2/10/2018,6000,POINT (-74.838527 41.738103)
1077,Farmersville,14060,National Grid,,1/9/2020,2500,POINT (-78.37573 42.38811)
20,Ithaca,14850,NYS Electric and Gas,,1/9/2018,5995,POINT (-76.49546 42.44051)
94,Winthrop,13697,National Grid,,1/9/2017,4730,POINT (-74.78774 44.79496)
161,Fultanville,12072,National Grid,,1/9/2017,1536,POINT (-74.37026 42.94801)
1010,Cato,13033,Rochester Gas and Electric,,1/8/2020,2500,POINT (-76.57287 43.16905)
1004,Schaghticoke,12154,National Grid,,1/8/2020,2500,POINT (-73.58644 42.89705)
1083,Stamford,12167,NYS Electric and Gas,,1/8/2020,2500,POINT (-74.61738 42.4085)
1050,Otisville,10963,Orange and Rockland Utilities,,1/8/2020,2500,POINT (-74.53762 41.467452)
860,Oxford,13830,NYS Electric and Gas,,1/8/2019,2500,POINT (-75.628966 42.443227)
87,Otego,13825,NYS Electric and Gas,,1/8/2017,2500,POINT (-75.197571 42.440099)
1086,Carlisle,12031,National Grid,,1/7/2020,2500,POINT (-74.44387 42.75687)
1011,Dansville,14437,NYS Electric and Gas,,1/7/2020,2500,POINT (-77.69694 42.562)
1030,Hilton,14468,Rochester Gas and Electric,,1/7/2020,2500,POINT (-77.79772 43.29093)
1140,Williamson,14589,Rochester Gas and Electric,,1/5/2022,2500,POINT (-77.175308 43.241518)
1084,Waverly,14892,NYS Electric and Gas,,1/5/2022,2500,POINT (-76.528603 42.034064)
145,Valley Falls,12185,National Grid,,1/4/2017,2500,POINT (-73.56245 42.90342)
146,Auburn,13021,NYS Electric and Gas,,1/4/2017,2240,POINT (-76.56591 42.92936)
166,Lowville,13367,National Grid,,1/4/2017,2500,POINT (-75.49047 43.78695)
105,Fabius,13063,National Grid,,1/4/2017,2030,POINT (-75.98716 42.83497)
1014,Ransomville,14131,National Grid,,1/3/2020,1386,POINT (-78.90956 43.23844)
1037,Pavilion,14525,National Grid,,1/3/2020,2500,POINT (-78.02306 42.87516)
447,Lee Center,13363,National Grid,,1/3/2018,2500,POINT (-75.52652 43.3046)
211,Rochester,14624,Rochester Gas and Electric,,1/3/2018,4036,POINT (-77.75409 43.14068)
226,Manlius,13104,National Grid,,1/3/2017,2500,POINT (-75.9804 43.00234)
120,Friendship,14739,Rochester Gas and Electric,,1/30/2017,2500,POINT (-78.13363 42.20788)
224,Goshen,10924,Orange and Rockland Utilities,,1/30/2017,5890,POINT (-74.343148 41.383219)
1122,Marathon,13803,NYS Electric and Gas,,12/9/2021,2500,POINT (-76.03513 42.44036)
1127,Remsen,13438,National Grid,,12/9/2021,2500,POINT (-75.18751 43.32453)
1128,Utica,13502,National Grid,,12/9/2021,2500,POINT (-75.24245 43.10124)
1090,Scipio Center,13147,NYS Electric and Gas,,12/9/2021,2500,POINT (-76.565785 42.778874)
1131,Blossvale,13308,National Grid,,12/9/2021,2500,POINT (-75.64353 43.27884)
1125,Georgetown,13072,NYS Electric and Gas,,12/9/2021,2500,POINT (-75.73769 42.76869)
1080,Copenhagen,13626,National Grid,,1/29/2020,3340,POINT (-75.67336 43.89331)
159,Malone,12953,NYS Electric and Gas,,12/9/2016,2500,POINT (-74.29497 44.84879)
505,Varysburg,14167,NYS Electric and Gas,,12/7/2017,2500,POINT (-78.3134 42.76226)
481,Varysburg,14167,NYS Electric and Gas,,12/7/2017,6000,POINT (-78.3134 42.76226)
523,Fonda,12068,National Grid,,12/7/2017,2500,POINT (-74.3745 42.95452)
131,Clarence Center,14032,NYS Electric and Gas,,1/27/2017,2500,POINT (-78.63716 43.01309)
190,Cambridge,12816,National Grid,,1/27/2017,2500,POINT (-73.38418 43.02814)
109,Schenevus,12155,NYS Electric and Gas,,12/7/2016,2500,POINT (-74.82798 42.54772)
837,Strykersville,14145,NYS Electric and Gas,,12/6/2018,2500,POINT (-78.431089 42.727885)
869,Portageville,14536,Rochester Gas and Electric,,12/6/2018,3713,POINT (-78.082198 42.549244)
220,Remsen,13438,National Grid,,1/26/2017,2500,POINT (-75.18751 43.32453)
490,Oxford,13830,NYS Electric and Gas,,12/5/2017,2483,POINT (-75.628966 42.443227)
77,Schuylerville,12871,National Grid,,1/25/2017,2500,POINT (-73.58145 43.09961)
158,Fort Plain,13339,National Grid,,1/25/2017,2500,POINT (-74.62332 42.93068)
90,Georgetown,13072,NYS Electric and Gas,,12/5/2016,2500,POINT (-75.73769 42.76869)
1052,Greene,13778,NYS Electric and Gas,,12/4/2019,2500,POINT (-75.77401 42.33178)
765,Cuba,14727,National Grid,,12/4/2018,2500,POINT (-78.27694 42.21956)
590,Chester,10918,Orange and Rockland Utilities,,1/24/2018,2500,POINT (-74.259501 41.349912)
626,New Paltz,12548,Central Hudson Gas and Electric,,1/24/2018,2500,POINT (-74.07846 41.74611)
585,Katonah,10536,NYS Electric and Gas,,1/24/2018,2500,POINT (-73.692846 41.270648)
603,Berkshire,13736,NYS Electric and Gas,,1/24/2018,2500,POINT (-76.19603 42.316603)
612,Argyle,12809,National Grid,,1/24/2018,2500,POINT (-73.49067 43.23541)
448,Castorland,13620,NYS Electric and Gas,,1/24/2018,2500,POINT (-75.51238 43.88923)
588,Chester,10918,Orange and Rockland Utilities,,1/24/2018,2500,POINT (-74.259501 41.349912)
346,Cortland,13045,NYS Electric and Gas,,1/24/2018,2500,POINT (-76.17484 42.60348)
500,Elma,14059,NYS Electric and Gas,,12/4/2017,2374,POINT (-78.638752 42.830944)
547,Tivoli,12583,Central Hudson Gas and Electric,,12/4/2017,6000,POINT (-73.91167 42.05917)
170,Cortland,13045,NYS Electric and Gas,,1/24/2017,2500,POINT (-76.17484 42.60348)
108,Yorktown Heights,10598,Consolidated Edison,,1/24/2017,1500,POINT (-73.793408 41.292054)
173,Canastota,13032,National Grid,,1/24/2017,2500,POINT (-75.75489 43.08027)
92,Stuyvesant,12173,National Grid,,1/24/2017,2458,POINT (-73.78433 42.3879)
137,Preble,13141,National Grid,,12/4/2016,2410,POINT (-76.14677 42.73504)
149,Westmoreland,13490,National Grid,,12/4/2016,2500,POINT (-75.40512 43.11986)
553,Mooers Forks,12959,NYS Electric and Gas,,1/23/2018,2500,POINT (-73.63439 44.96017)
607,Honeoye Falls,14472,National Grid,,1/23/2018,1500,POINT (-77.59084 42.95282)
591,Montgomery,12549,Central Hudson Gas and Electric,,1/23/2018,1500,POINT (-74.244699 41.525344)
16,Cazenovia,13035,National Grid,,1/23/2017,75,POINT (-75.84845 42.9296)
1282,Ithaca,14850,NYS Electric and Gas,,12/30/2020,5881,POINT (-76.49546 42.44051)
569,Interlaken,14847,NYS Electric and Gas,,12/27/2017,2500,POINT (-76.734524 42.605109)
601,Berkshire,13736,NYS Electric and Gas,,12/27/2017,2500,POINT (-76.19603 42.316603)
1058,Jordanville,13361,National Grid,,12/26/2019,5976,POINT (-74.95181 42.91485)
1008,Clyde,14433,NYS Electric and Gas,,12/26/2019,2500,POINT (-76.877191 43.079039)
921,Virgil,13045,National Grid,,12/26/2018,971,POINT (-76.18566 42.54515)
551,Ancramdale,12567,Central Hudson Gas and Electric,,12/26/2017,5970,POINT (-73.59133 42.01802)
482,Canaseraga,14822,NYS Electric and Gas,,12/25/2017,2500,POINT (-77.84141 42.432818)
1324,Little Falls,13365,National Grid,,12/23/2021,2500,POINT (-74.85884 43.04079)
177,Fabius,13063,National Grid,,12/22/2016,2459,POINT (-75.98716 42.83497)
1065,Chester,10918,Orange and Rockland Utilities,,1/22/2020,2500,POINT (-74.259501 41.349912)
999,Schaghticoke,12154,National Grid,,12/2/2019,2500,POINT (-73.58644 42.89705)
139,Croghan,13327,National Grid,,1/22/2017,2500,POINT (-75.39118 43.89781)
1303,Moravia,13118,NYS Electric and Gas,,12/20/2021,2500,POINT (-76.42153 42.71215)
1132,Ellenburg Center,12934,NYS Electric and Gas,,1/2/2020,2500,POINT (-73.889006 44.84782)
1036,Delmar,12054,National Grid,,1/2/2020,2500,POINT (-73.83044 42.62312)
1103,Frankfort,13340,National Grid,,1/2/2020,2500,POINT (-75.07407 43.03638)
920,Munnsville,13409,National Grid,,1/2/2020,2500,POINT (-75.58523 42.97805)
714,Ogdensburg,13669,National Grid,,12/19/2018,2500,POINT (-75.48994 44.69424)
575,Swan Lake,12783,NYS Electric and Gas,,12/19/2017,2500,POINT (-74.838527 41.738103)
537,Mohawk,13407,National Grid,,12/19/2017,2500,POINT (-75.00465 43.01129)
586,Yorktown Heights,10598,Consolidated Edison,,12/19/2017,2500,POINT (-73.793408 41.292054)
555,Frewsburg,14738,National Grid,,12/19/2017,2500,POINT (-79.16058 42.05266)
492,Chittenango,13037,National Grid,,12/19/2017,2500,POINT (-75.8756 43.0438)
549,Holland Patent,13438,National Grid,,12/19/2017,2500,POINT (-75.25706 43.24164)
563,Jeffersonville,12748,NYS Electric and Gas,,12/19/2017,6000,POINT (-74.92253 41.778955)
560,Ferndale,12734,NYS Electric and Gas,,12/19/2017,3560,POINT (-74.750902 41.742642)
558,Callicoon,12723,NYS Electric and Gas,,12/19/2017,2500,POINT (-75.022744 41.77339)
526,West Charlton,12010,National Grid,,12/19/2017,2500,POINT (-73.96023 42.93431)
72,Ulster Park,12487,Central Hudson Gas and Electric,,12/19/2016,2491,POINT (-73.997208 41.861031)
449,Silver Springs,14550,NYS Electric and Gas,,12/18/2017,2500,POINT (-78.094894 42.674084)
596,Swan Lake,12783,NYS Electric and Gas,,12/18/2017,2500,POINT (-74.838527 41.738103)
550,Pine Plains,12567,Central Hudson Gas and Electric,,12/18/2017,5965,POINT (-73.655471 41.983843)
258,Berne,12023,National Grid,,12/18/2017,2488,POINT (-74.14201 42.62536)
572,Gansvoort,12831,National Grid,,12/18/2017,2500,POINT (-73.65232 43.19646)
493,Clayton,13656,National Grid,,12/18/2017,2500,POINT (-76.08174 44.23688)
706,Clifton Springs,14561,Rochester Gas and Electric,,12/17/2018,4805,POINT (-77.13883 42.9615)
886,Wayland,14572,NYS Electric and Gas,,12/17/2018,1002,POINT (-77.575008 42.558919)
1135,North Java,14113,NYS Electric and Gas,,12/16/2019,2500,POINT (-78.33763 42.69403)
821,Cato,13033,Rochester Gas and Electric,,12/16/2018,2500,POINT (-76.57287 43.16905)
704,Bloomfield,14469,Rochester Gas and Electric,,12/14/2018,4525,POINT (-77.43121 42.89798)
39,Little Falls,13365,National Grid,,12/13/2016,2500,POINT (-74.85884 43.04079)
127,Millerton,12546,Central Hudson Gas and Electric,,12/12/2016,2500,POINT (-73.532337 41.955234)
123,Binghamton,13903,NYS Electric and Gas,,12/12/2016,2500,POINT (-75.901088 42.063181)
73,New Paltz,12561,Central Hudson Gas and Electric,,12/12/2016,2500,POINT (-74.07846 41.74611)
128,Cato,13033,Rochester Gas and Electric,,12/12/2016,2500,POINT (-76.57287 43.16905)
1334,Dundee,14837,NYS Electric and Gas,,12/1/2021,2405,POINT (-77.010042 42.501328)
185,Penn Yan,14527,NYS Electric and Gas,,1/21/2018,5999,POINT (-77.062296 42.662294)
584,Yorktown Heights,10598,Consolidated Edison,,1/21/2018,2500,POINT (-73.793408 41.292054)
609,Hyde Park,12538,Central Hudson Gas and Electric,,1/21/2018,2500,POINT (-73.899329 41.78865)
580,Millbrook,12545,Central Hudson Gas and Electric,,1/21/2018,2500,POINT (-73.680398 41.788456)
115,Geneva,14456,NYS Electric and Gas,,12/1/2016,2500,POINT (-76.98218 42.86642)
1053,Barton,13734,NYS Electric and Gas,,12/11/2019,2500,POINT (-76.408073 42.072458)
870,Beekmantown,12901,NYS Electric and Gas,,12/11/2018,4060,POINT (-73.47796 44.77619)
568,Montgomery,12549,Central Hudson Gas and Electric,,12/11/2017,2500,POINT (-74.244699 41.525344)
431,Chase Mills,13621,National Grid,,12/11/2017,2500,POINT (-75.08 44.84809)
567,Walden,12586,NYS Electric and Gas,,12/11/2017,2500,POINT (-74.174903 41.563126)
153,Croghan,13327,National Grid,,12/11/2016,2500,POINT (-75.39118 43.89781)
894,West Edmoston,13485,NYS Electric and Gas,,12/10/2018,6000,POINT (-75.27863 42.76337)
1162,Berlin,12022,NYS Electric and Gas,,1/20/2021,6000,POINT (-73.350974 42.675489)
878,Richfield Springs,13439,NYS Electric and Gas,,11/9/2018,2500,POINT (-74.997512 42.853108)
435,Westport,12993,NYS Electric and Gas,,11/9/2017,2500,POINT (-73.43526 44.18421)
544,Rhinebeck,12572,Central Hudson Gas and Electric,,11/9/2017,2500,POINT (-73.90971 41.92704)
436,Harrisville,13648,National Grid,,11/9/2017,2497,POINT (-75.31531 44.15009)
433,Lowville,13367,National Grid,,11/9/2017,2497,POINT (-75.49047 43.78695)
507,Panama,14767,National Grid,,11/9/2017,5985,POINT (-79.48365 42.07495)
144,Apulia Station,13159,National Grid,,11/9/2016,275,POINT (-76.06931 42.81949)
129,Lorriane,13659,National Grid,,11/9/2016,2500,POINT (-75.95876 43.76595)
97,Potsdam,13676,National Grid,,11/9/2016,2500,POINT (-74.98656 44.66987)
1094,LeRoy,14482,National Grid,,1/18/2022,2500,POINT (-77.99195 42.97768)
1306,Hurleyville,12747,NYS Electric and Gas,,11/8/2021,5988,POINT (-74.6558 41.767063)
930,North Collins,14111,National Grid,,1/18/2019,1984,POINT (-78.94095 42.59468)
768,Amsterdam,12010,National Grid,,11/8/2018,2500,POINT (-74.18893 42.93896)
857,Leicester,14481,NYS Electric and Gas,,11/8/2018,3015,POINT (-77.916915 42.7754)
