FIPS,"Grocery stores (% change), 2011-16","Grocery stores/1,000 pop, 2011","Grocery stores/1,000 pop, 2016","Grocery stores/1,000 pop (% change), 2011-16","Supercenters & club stores (% change), 2011-16","Supercenters & club stores/1,000 pop, 2011","Supercenters & club stores/1,000 pop, 2016","Supercenters & club stores/1,000 pop (% change), 2011-16","Convenience stores (% change), 2011-16","Convenience stores/1,000 pop, 2011","Convenience stores/1,000 pop, 2016","Convenience stores/1,000 pop (% change), 2011-16","Specialized food stores (% change), 2011-16","Specialized food stores/1,000 pop, 2011","Specialized food stores/1,000 pop, 2016","Specialized food stores/1,000 pop (% change), 2011-16","Fast-food restaurants (% change), 2011-16","Fast-food restaurants/1,000 pop, 2011","Fast-food restaurants/1,000 pop, 2016","Fast-food restaurants/1,000 pop (% change), 2011-16","Full-service restaurants (% change), 2011-16","Full-service restaurants/1,000 pop, 2011","Full-service restaurants/1,000 pop, 2016","Full-service restaurants/1,000 pop (% change), 2011-16","Expenditures per capita, fast food, 2007*","Expenditures per capita, fast food, 2012*","Expenditures per capita, restaurants, 2007*","Expenditures per capita, restaurants, 2012*","Farms with direct sales (% change), 2007 - 12","Farms with direct sales (%), 2007","Farms with direct sales (%), 2012","Direct farm sales (%), 2007","Direct farm sales (%), 2012","Direct farm sales (% change), 2007 - 12","Direct farm sales per capita, 2007","Direct farm sales per capita, 2012","Direct farm sales per capita (% change), 2007 - 12","Farmers' markets (% change), 2013-18","Farmers' markets/1,000 pop, 2013","Farmers' markets/1,000 pop, 2018","Farmers' markets/1,000 pop (% change), 2013-18","Farms with vegetables harvested for fresh market, 2007","Farms with vegetables harvested for fresh market, 2012","Farms with vegetables harvested for fresh market (% change), 2007 - 12","Vegetable acres harvested for fresh market, 2007","Vegetable acres harvested for fresh market, 2012","Vegetable acres harvested for fresh market (% change), 2007 - 12","Vegetable acres harvested for fresh market/1,000 pop, 2007","Vegetable acres harvested for fresh market/1,000 pop, 2012","Vegetable acres harvested for fresh market/1,000 pop (% change), 2007 - 12","CSA farms (% change), 2007 - 12","Agritourism operations (% change), 2007 - 12","Agritourism receipts (% change), 2007 - 12","Farm to school program, 2013","Farm to school program, 2015","Household food insecurity (%, three-year average), 2009-11*","Household food insecurity (%, three-year average), 2012-14*","Household food insecurity (%, three-year average), 2015-17*","Household food insecurity (change %),2009-11 to 2012-15*","Household food insecurity (change %),2012-14 to 2015-17*","Household food insecurity (%, six-year average), 2009-14*","Household food insecurity (%, six-year average), 2012-17*","Household food insecurity (change %),2009-14 to 2015-17*","Household food insecurity (change %),2009-11 to 2012-17*","Model-Household food insecurity (change %),2009-14 to 2015-17*","Model-Household food insecurity (change %),2009-11 to 2012-17*","Model-Household food insecurity (change %),2012-14 to 2015-17*","BI_Model-Household food insecurity (change %),2009-14 to 2015-17*","BI_Model-Household food insecurity (change %),2009-11 to 2012-17*","BI_Model-Household food insecurity (change %),2012-14 to 2015-17*"
48129,0.0,0.271149675,0.294811321,8.726415094,0.0,0.0,0.0,0.0,0.0,1.084598698,1.179245283,8.726415094,0.0,0.0,0.0,0.0,-33.33333333,1.626898048,1.179245283,-27.51572327,-50.0,1.084598698,0.589622642,-45.63679245,784.2561465,728.7686454,658.5372404,688.3563725,200.0,1.275510204,3.947368421,0.029132436,0.062021697,136.0,6.568575933,16.13344271,145.6155319,0.0,0.0,0.0,0.0,7.0,3.0,-57.14285714,333.0,23.0,-93.09309309,87.49343142,6.289308176,-92.8116796,-60.0,28.57142857,-45.48148148,0.0,0.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48139,-6.666666667,0.09842778,0.083144773,-15.52712796,33.33333333,0.0196856,0.0237556,20.67553148,16.17647059,0.446205937,0.469174075,5.147430006,-50.0,0.0131237,0.00593891,-54.74667569,29.76190476,0.551195569,0.647341446,17.44315118,25.75757576,0.433082233,0.492929725,13.81896719,784.2561465,728.7686454,658.5372404,688.3563725,-15.53398058,4.265010352,3.842756184,0.28755417,0.221030747,42.25352113,1.014372661,1.313573375,29.49613351,100.0,0.006411448,0.011146035,73.8458252,6.0,8.0,33.33333333,26.0,71.0,173.0769231,0.185730205,0.461701533,148.5872083,-60.0,-23.07692308,-51.42857143,1.0,0.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48147,-20.0,0.147614549,0.118150938,-19.95982868,0.0,0.0295229,0.0295377,0.0502141,27.77777778,0.531412376,0.679367892,27.8419403,0.0,0.0590458,0.0590755,0.0502141,-13.33333333,0.442843647,0.383990548,-13.28981441,23.07692308,0.383797827,0.472603751,23.13872511,784.2561465,728.7686454,658.5372404,688.3563725,11.26760563,3.36492891,3.141153082,0.264778325,0.441376984,143.4108527,3.834264653,9.319719815,143.0640724,0.0,0.0,0.0,0.0,4.0,11.0,175.0,21.0,32.0,52.38095238,0.624182618,0.949780363,52.16385973,200.0,300.0,315.7894737,1.0,1.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48163,-50.0,0.228636753,0.103172556,-54.87490328,0.0,0.0,0.0,0.0,-17.64705882,0.971706202,0.722207893,-25.67631128,0.0,0.0,0.0,0.0,-31.25,0.914547013,0.567449059,-37.952992,28.57142857,0.400114318,0.464276502,16.03596301,784.2561465,728.7686454,658.5372404,688.3563725,22.22222222,2.486187845,3.379416283,0.115256553,0.035389172,-19.75308642,4.82832618,3.644314869,-24.52218983,0.0,0.0,0.0,0.0,36.0,35.0,-2.777777778,4633.0,6691.0,44.4204619,276.1683357,375.140166,35.83750106,-100.0,67.21311475,157.5406032,1.0,1.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48187,-20.0,0.073643668,0.0517478,-29.73220523,50.0,0.0147287,0.0194054,31.75211519,1.724137931,0.427133273,0.381639887,-10.65086441,0.0,0.0294575,0.0258739,-12.16525654,10.9375,0.471319474,0.459261559,-2.558331474,14.0,0.368218339,0.368702942,0.131607545,784.2561465,728.7686454,658.5372404,688.3563725,-38.9380531,4.589764419,3.078982597,1.022390597,0.340958906,-50.11876485,3.577893547,1.502866181,-57.99578269,33.33333206,0.02099238,0.024435837,16.403368,21.0,19.0,-9.523809524,53.0,131.0,147.1698113,0.450423653,0.937502236,108.1378786,100.0,70.0,45.45454545,1.0,1.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48203,-36.36363636,0.165852482,0.104900345,-36.750814,0.0,0.0150775,0.0149858,-0.608421999,-23.80952381,0.63325493,0.479544433,-24.27308343,0.0,0.030155,0.0299715,-0.608421999,0.0,0.557867439,0.55447325,-0.608421999,14.28571429,0.422169954,0.479544433,13.59037486,784.2561465,728.7686454,658.5372404,688.3563725,25.53191489,3.900414938,4.545454545,0.574142331,0.452846085,6.172839506,1.272364556,1.297134238,1.94674413,0.0,0.0,0.0,0.0,11.0,26.0,136.3636364,51.0,147.0,188.2352941,0.801118424,2.21719457,176.7623991,100.0,157.1428571,-19.23076923,1.0,1.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48209,-23.07692308,0.079640271,0.0489368,-38.55263628,33.33333333,0.0183785,0.0195747,6.508763774,26.41509434,0.324687259,0.327876875,0.982365653,14.28571429,0.0428832,0.0391495,-8.706773908,27.19298246,0.698383915,0.709584281,1.603754916,27.83505155,0.594238945,0.606816903,2.116649804,784.2561465,728.7686454,658.5372404,688.3563725,43.83561644,6.426056338,7.296733843,1.283618582,1.442885772,46.93877551,1.046412301,1.28135919,22.45261156,0.0,0.028400538,0.022458687,-20.92161369,7.0,17.0,142.8571429,24.0,29.0,20.83333333,0.170842825,0.172034336,0.697431152,-50.0,58.33333333,-62.89719626,1.0,1.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48215,3.076923077,0.08179815,0.078806192,-3.657732855,70.0,0.0125843,0.0199956,58.89284357,-7.823129252,0.369979324,0.318753404,-13.84561703,8.163265306,0.0616632,0.0623392,1.096287028,6.557377049,0.460586505,0.45872261,-0.40467857,8.401084011,0.464361805,0.470484729,1.318567559,784.2561465,728.7686454,658.5372404,688.3563725,7.317073171,5.718270572,6.108283202,0.990275444,0.503129652,-26.79948586,4.350841088,2.820088737,-35.18290647,300.0,0.001220444,0.004619263,278.4904175,93.0,94.0,1.075268817,23460.0,30910.0,31.75618073,32.79907838,38.26555877,16.66656704,-75.0,42.59259259,-21.48058252,1.0,1.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48217,-40.0,0.14211005,0.085297546,-39.97782264,0.0,0.028422,0.0284325,0.0369623,10.34482759,0.82423829,0.909840494,10.38561354,-100.0,0.028422,0.0,-100.0,14.28571429,0.59686221,0.68238037,14.32795688,-5.263157895,0.54001819,0.511785278,-5.228141007,784.2561465,728.7686454,658.5372404,688.3563725,-38.0952381,3.97539044,2.760084926,0.291281775,0.134234903,-25.46296296,6.233766234,4.588724848,-26.38920557,0.0,0.0,0.0,0.0,18.0,10.0,-44.44444444,49.0,27.0,-44.89795918,1.414141414,0.769537707,-45.58269069,0.0,66.66666667,-17.0212766,1.0,1.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48237,-50.0,0.221385876,0.114077116,-48.47136664,0.0,0.0,0.0,0.0,0.0,0.774850565,0.798539813,3.057266712,0.0,0.0,0.0,0.0,0.0,0.774850565,0.798539813,3.057266712,-14.28571429,0.774850565,0.684462697,-11.66519996,784.2561465,728.7686454,658.5372404,688.3563725,63.63636364,2.43902439,4.166666667,1.472036774,1.755555556,46.8401487,29.66475518,43.85477962,47.83462511,0.0,0.0,0.0,0.0,8.0,0.0,-100.0,71.0,0.0,-100.0,7.829730922,0.0,-100.0,0.0,16.12903226,-49.77578475,0.0,0.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48251,-11.76470588,0.111799445,0.092072553,-17.64489241,0.0,0.0131529,0.0122763,-6.664211399,12.85714286,0.460350656,0.484915447,5.336104279,500.0,0.00657644,0.036829,460.0147316,17.70833333,0.631338042,0.693613234,9.864001166,4.545454545,0.434044904,0.423533745,-2.421675553,784.2561465,728.7686454,658.5372404,688.3563725,-1.515151515,4.806991988,4.300363877,0.311516423,0.218135701,-10.88082902,1.329906355,1.121295487,-15.68613211,100.0,0.006470859,0.011671267,80.36660004,14.0,14.0,0.0,46.0,72.0,56.52173913,0.316972499,0.469379506,48.08209153,111.1111111,227.7777778,4.859813084,1.0,1.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48281,0.0,0.0501857,0.0484097,-3.538751997,0.0,0.0501857,0.0484097,-3.538751997,11.11111111,0.451671183,0.4840974,7.179164448,100.0,0.0501857,0.09681948,92.92249601,0.0,0.602228245,0.58091688,-3.538751997,-11.76470588,0.85315668,0.726146101,-14.88713412,784.2561465,728.7686454,658.5372404,688.3563725,30.0,3.105590062,3.83480826,0.57973089,0.501952036,0.0,4.105839416,4.026445295,-1.933687926,0.0,0.049630255,0.047105376,-5.087378502,7.0,6.0,-14.28571429,11.0,13.0,18.18181818,0.557583131,0.646219615,15.89655063,-100.0,69.23076923,24.64788732,0.0,0.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48287,-20.0,0.302023558,0.235321803,-22.08495117,0.0,0.0,0.0,0.0,12.5,0.966475385,1.058948112,9.568037416,0.0,0.241618846,0.235321803,-2.606188963,0.0,0.664451827,0.647134957,-2.606188963,-37.5,0.966475385,0.588304506,-39.1288681,784.2561465,728.7686454,658.5372404,688.3563725,-12.5,2.603036876,2.324294411,0.493646139,0.586084386,11.88118812,12.30132148,13.65723955,11.02253989,0.0,0.0,0.0,0.0,17.0,14.0,-17.64705882,55.0,52.0,-5.454545455,3.34936971,3.142373701,-6.180148109,-33.33333333,0.0,140.625,1.0,0.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48289,0.0,0.297088532,0.290765294,-2.128401954,0.0,0.0,0.0,0.0,30.76923077,0.772430184,0.988602,27.98593591,0.0,0.0,0.0,0.0,8.333333333,0.713012478,0.755989765,6.02756455,22.22222222,0.534759358,0.639683647,19.62084206,784.2561465,728.7686454,658.5372404,688.3563725,-36.58536585,3.969022265,2.650356779,0.276217338,0.061180995,-61.60337553,14.46003661,5.436730792,-62.4016803,0.0,0.0,0.0,0.0,34.0,13.0,-61.76470588,111.0,16.0,-85.58558559,6.772422209,0.955908711,-85.88527588,50.0,68.75,87.09677419,1.0,0.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48325,0.0,0.128968467,0.121961135,-5.433368567,100.0,0.0214947,0.0406537,89.13326287,-14.28571429,0.601852847,0.48784454,-18.94288734,-25.0,0.085978978,0.0609806,-29.07502643,-4.0,0.537368613,0.48784454,-9.216033824,-9.375,0.687831825,0.589478819,-14.29899026,784.2561465,728.7686454,658.5372404,688.3563725,7.058823529,3.973819542,4.605263158,0.237476809,0.347129044,108.8541667,4.307153913,8.562887038,98.80615391,0.0,0.0,0.0,0.0,20.0,35.0,75.0,3096.0,1568.0,-49.35400517,69.45285685,33.48281016,-51.79059339,-70.0,67.59259259,79.40366972,1.0,1.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48339,12.24489796,0.103937315,0.099184523,-4.572748774,37.5,0.0169694,0.0198369,16.89838275,6.030150754,0.42211277,0.380507897,-9.856340756,38.88888889,0.0381811,0.0450839,18.0791745,20.35087719,0.604533364,0.618550752,2.318712048,24.7148289,0.557867631,0.591500427,6.028813114,784.2561465,728.7686454,658.5372404,688.3563725,-3.488372093,4.559915164,5.184259838,1.611276591,1.833361302,-36.39010189,1.66984269,0.901023497,-46.04141442,0.0,0.004011891,0.003384524,-15.63768864,23.0,26.0,13.04347826,29.0,64.0,120.6896552,0.070488265,0.131957675,87.20516774,0.0,33.33333333,-78.14814815,1.0,1.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48349,-25.0,0.166482842,0.124031008,-25.49922481,0.0,0.0208104,0.0206718,-0.665633075,17.85714286,0.582689947,0.682170543,17.07264673,100.0,0.0624311,0.124031008,98.66873385,50.0,0.457827815,0.682170543,49.00155039,0.0,0.43701746,0.434108527,-0.665633075,784.2561465,728.7686454,658.5372404,688.3563725,8.0,2.406159769,2.09871745,0.410242711,0.17174365,-46.97674419,4.548146895,2.370703101,-47.87540606,0.0,0.020807324,0.020175528,-3.036412477,22.0,18.0,-18.18181818,92.0,141.0,53.26086957,1.946183787,2.932185414,50.66333575,16.66666667,-52.94117647,-96.93877551,0.0,0.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48363,-33.33333333,0.213888493,0.142186833,-33.52291578,0.0,0.0356481,0.0355467,-0.284373667,-27.27272727,0.784257807,0.568747334,-27.47954449,0.0,0.0,0.0,0.0,8.0,0.891202053,0.959761126,7.69287644,0.0,0.962498218,0.959761126,-0.284373667,784.2561465,728.7686454,658.5372404,688.3563725,-11.11111111,3.768844221,3.009781791,0.344901001,0.130142971,-13.58024691,2.926406301,2.516175413,-14.01824782,0.0,0.0,0.0,0.0,9.0,7.0,-22.22222222,75.0,38.0,-49.33333333,2.709635464,1.365923796,-49.59012701,-85.71428571,197.0588235,76.05633803,0.0,1.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48423,15.0,0.094049931,0.102083842,8.542176161,0.0,0.0235125,0.0221921,-5.61549899,30.20833333,0.451439669,0.554803489,22.89648569,8.333333333,0.05643,0.0576996,2.249876094,27.67295598,0.747696952,0.901000865,20.50348242,13.6,0.587812069,0.630256763,7.220793147,784.2561465,728.7686454,658.5372404,688.3563725,29.91452991,4.653937947,5.133400878,0.605864533,0.707123323,31.7961165,2.060484214,2.524548092,22.52207879,33.33333206,0.013855469,0.017374611,25.3989315,73.0,82.0,12.32876712,336.0,712.0,111.9047619,1.680394893,3.310273005,96.99375538,-60.0,254.5454545,177.1428571,1.0,1.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48427,16.66666667,0.097431068,0.109493047,12.38001387,0.0,0.0162385,0.0156419,-3.674273826,-3.846153846,0.422201293,0.391046597,-7.379109449,-100.0,0.0162385,0.0,-100.0,-10.34482759,0.470916826,0.406688461,-13.63900412,31.25,0.25981618,0.328479142,26.4275156,784.2561465,728.7686454,658.5372404,688.3563725,31.25,2.898550725,3.605150215,0.750559423,0.191623828,-56.93581781,8.113692486,3.353594634,-58.66746688,0.0,0.0,0.0,0.0,10.0,13.0,30.0,756.0,859.0,13.62433862,12.69969259,13.84970092,9.055402898,-70.0,102.7027027,-4.522096608,1.0,1.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48451,-14.28571429,0.125276279,0.101874491,-18.68014321,33.33333333,0.0268449,0.0339582,26.49755501,0.0,0.527950033,0.500882912,-5.126833741,-42.85714286,0.062638139,0.0339582,-45.78676214,20.77922078,0.689019534,0.789527302,14.58707094,17.10526316,0.680071229,0.755569139,11.10147101,784.2561465,728.7686454,658.5372404,688.3563725,34.28571429,2.966101695,3.906899418,0.091736221,0.043367114,-53.27868852,1.143607049,0.502233618,-56.08337511,0.0,0.00872022,0.008461025,-2.972349882,10.0,7.0,-30.0,82.0,10.0,-87.80487805,0.768653918,0.088111161,-88.53695285,150.0,60.37735849,23.36842105,1.0,0.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48453,13.53383459,0.125272326,0.125354687,0.065745828,14.28571429,0.0131866,0.0132826,0.728432886,11.1814346,0.446459267,0.43749616,-2.007597859,12.90322581,0.0583976,0.0581114,-0.490056221,12.61904762,0.791193638,0.785334664,-0.740523427,11.60409556,0.827927628,0.814390386,-1.635075565,784.2561465,728.7686454,658.5372404,688.3563725,-35.10638298,7.742998353,5.38869258,1.305128542,0.976768743,36.57718121,0.311911568,0.371126538,18.98453793,-23.52941132,0.01514362,0.010410469,-31.25508308,23.0,23.0,0.0,47.0,216.0,359.5744681,0.049194106,0.196961504,300.3762213,-41.66666667,34.48275862,26.13065327,1.0,1.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48459,66.66666667,0.075503989,0.122357087,62.05380449,0.0,0.025168,0.0244714,-2.767717306,0.0,0.402687942,0.391542678,-2.767717306,0.0,0.025168,0.0244714,-2.767717306,11.76470588,0.427855938,0.46495693,8.671374775,6.25,0.402687942,0.416014096,3.309300362,784.2561465,728.7686454,658.5372404,688.3563725,43.24324324,2.455209025,3.021664766,0.23085252,0.430991776,130.9734513,2.952318746,6.533984228,121.3170322,0.0,0.0,0.0,0.0,17.0,11.0,-35.29411765,86.0,52.0,-39.53488372,2.246897453,1.301789961,-42.06277818,-33.33333333,40.0,-94.23076923,0.0,1.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48463,0.0,0.0376435,0.0368922,-1.995868073,0.0,0.0376435,0.0368922,-1.995868073,21.05263158,0.715226802,0.848520623,18.63658075,100.0,0.0376435,0.073784402,96.00826385,26.31578947,0.715226802,0.885412824,23.79469296,-19.23076923,0.978731414,0.774736221,-20.84281652,784.2561465,728.7686454,658.5372404,688.3563725,-33.33333333,2.173913043,1.5625,0.211106248,0.008001778,-94.51219512,6.255483083,0.336134454,-94.62656282,0.0,0.0,0.0,0.0,17.0,12.0,-29.41176471,2632.0,4457.0,69.33890578,100.3928749,166.4612512,65.80982606,-100.0,60.31746032,-11.81716834,1.0,0.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48469,0.0,0.079972581,0.075774797,-5.249028459,50.0,0.0228493,0.0324749,42.12645731,-4.838709677,0.708328573,0.638673292,-9.833752888,-50.0,0.091397235,0.0432999,-52.62451423,10.44776119,0.765451845,0.801047857,4.650326777,3.50877193,0.651205301,0.638673292,-1.924432966,784.2561465,728.7686454,658.5372404,688.3563725,19.14893617,3.478904515,3.652968037,0.285556374,0.300710771,15.32258065,1.454357795,1.601505191,10.11768877,0.0,0.011101737,0.010865431,-2.128544569,8.0,14.0,75.0,260.0,87.0,-66.53846154,3.049459894,0.974342319,-68.04869213,0.0,280.0,378.9473684,1.0,1.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48481,-12.5,0.19389239,0.168131815,-13.28601624,0.0,0.0484731,0.0480377,-0.898304271,-3.03030303,0.799806108,0.768602584,-3.901385959,66.66666667,0.072709646,0.120094154,65.16949288,24.13793103,0.702859913,0.864677907,23.0227947,4.0,0.605913718,0.6244896,3.065763559,784.2561465,728.7686454,658.5372404,688.3563725,-7.692307692,2.589641434,2.318094012,0.131142354,0.049245658,-41.58730159,7.712082262,4.47133727,-42.02166006,0.0,0.024306063,0.024027487,-1.146114707,10.0,8.0,-20.0,233.0,172.0,-26.18025751,5.704492594,4.179728318,-26.7291832,-37.5,36.84210526,386.9918699,1.0,1.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48489,0.0,0.0451141,0.0459559,1.865808824,-100.0,0.0451141,0.0,-100.0,0.0,0.406027249,0.413602941,1.865808824,50.0,0.090228278,0.137867647,52.79871324,0.0,0.315798971,0.321691176,1.865808824,60.0,0.225570694,0.367647059,62.98529412,784.2561465,728.7686454,658.5372404,688.3563725,-45.45454545,3.125,1.869158879,0.068359375,0.009689218,-77.14285714,1.622172785,0.361663653,-77.70498579,0.0,0.0,0.0,0.0,12.0,7.0,-41.66666667,544.0,972.0,78.67647059,25.21319985,43.94213382,74.28225721,-100.0,40.0,315.8730159,0.0,1.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48491,20.58823529,0.076892285,0.077685503,1.031595485,33.33333333,0.0203538,0.0227372,11.70973159,8.43373494,0.375415275,0.341058304,-9.151724307,-6.25,0.0361846,0.0284215,-21.45409497,20.2020202,0.671676727,0.676432303,0.708015603,28.8209607,0.517892156,0.558956665,7.929162074,784.2561465,728.7686454,658.5372404,688.3563725,10.52631579,4.875366569,5.782848151,0.172277051,0.463562878,83.23170732,0.877655376,1.316628292,50.01654735,50.0,0.017017512,0.021174515,24.42779541,12.0,21.0,75.0,33.0,98.0,196.969697,0.088300693,0.214691469,143.1367871,83.33333333,266.6666667,3806.060606,1.0,1.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
48499,25.0,0.09492169,0.114095338,20.19943865,0.0,0.0237304,0.0228191,-3.840449079,-8.0,0.59326056,0.524838555,-11.53321315,200.0,0.0237304,0.068457203,188.4786528,-30.0,0.474608448,0.319466947,-32.68831436,0.0,0.830564784,0.798667366,-3.840449079,784.2561465,728.7686454,658.5372404,688.3563725,17.46031746,3.667054715,5.051194539,0.199953857,0.201178737,2.403846154,5.022456174,5.010467879,-0.238693877,0.0,0.023612194,0.022158701,-6.155687332,35.0,32.0,-8.571428571,636.0,439.0,-30.97484277,15.35712561,10.32673896,-32.75604287,-50.0,-10.0,80.0,0.0,1.0,18.5,17.2,14,-1.3,-3.2,17.85,15.6,-3.85,-2.9,Decrease,Decrease,decr,-1,-1,-1
49005,30.76923077,0.113230555,0.138954733,22.71840729,0.0,0.0348402,0.0326952,-6.156512073,47.36842105,0.165490811,0.22886662,38.29566642,25.0,0.0348402,0.040869,17.30435991,15.0,0.696803414,0.751990322,7.920011116,20.0,0.304851494,0.34329993,12.61218551,669.7383852,600.6271387,506.9786478,453.8551829,20.0,8.368200837,9.860312243,1.12741063,0.384927634,-64.14602347,14.80352042,4.742687638,-67.96243391,0.0,0.025634233,0.023609405,-7.898920059,22.0,40.0,81.81818182,746.0,95.0,-87.26541555,7.199104455,0.819191501,-88.62092492,150.0,-50.0,22.76785714,0.0,0.0,14.6,13.3,10.7,-1.3,-2.6,13.95,12,-3.25,-2.6,Decrease,Decrease,decr,-1,-1,-1
49037,50.0,0.13479814,0.195707483,45.18559593,0.0,0.0,0.0,0.0,0.0,0.808788839,0.78282993,-3.209602714,0.0,0.0,0.0,0.0,50.0,0.26959628,0.391414965,45.18559593,0.0,0.606591629,0.587122448,-3.209602714,669.7383852,600.6271387,506.9786478,453.8551829,-61.2244898,6.464379947,2.54691689,0.456354986,0.651295104,85.10638298,3.350441973,5.829926958,74.00471356,0.0,0.0,0.0,0.0,56.0,47.0,-16.07142857,155.0,79.0,-49.03225806,11.04932991,5.293841721,-52.08902474,300.0,66.66666667,-29.52380952,0.0,0.0,14.6,13.3,10.7,-1.3,-2.6,13.95,12,-3.25,-2.6,Decrease,Decrease,decr,-1,-1,-1
49047,0.0,0.0601576,0.0552578,-8.144996408,0.0,0.0300788,0.0276289,-8.144996408,0.0,0.421103291,0.386804443,-8.144996408,200.0,0.0300788,0.082886666,175.5650108,-11.11111111,0.541418517,0.44206222,-18.35110792,16.66666667,0.541418517,0.580206664,7.164170857,669.7383852,600.6271387,506.9786478,453.8551829,59.18367347,4.99490316,6.336311942,0.549069297,0.394621142,1.098901099,6.082887701,5.304886839,-12.78999219,0.0,0.028024549,0.028218297,0.691353261,19.0,43.0,126.3157895,53.0,37.0,-30.18867925,1.771390374,1.066743549,-39.77930757,-36.36363636,440.0,108.1081081,1.0,1.0,14.6,13.3,10.7,-1.3,-2.6,13.95,12,-3.25,-2.6,Decrease,Decrease,decr,-1,-1,-1
49049,-2.083333333,0.09041932,0.079596935,-11.96910679,16.66666667,0.0226048,0.0237097,4.887872758,16.49484536,0.182722375,0.191371354,4.733398718,29.16666667,0.0452097,0.0525001,16.12585913,14.48863636,0.66307501,0.682501376,2.92973877,15.60693642,0.325886298,0.33871036,3.935134029,669.7383852,600.6271387,506.9786478,453.8551829,1.291989664,17.79310345,15.92201462,1.553962218,2.783093024,119.4050992,6.013961591,11.47194964,90.75528611,16.66666603,0.010882715,0.011250167,3.376477242,111.0,146.0,31.53153153,388.0,714.0,84.02061856,0.826280842,1.321977412,59.99129409,5.882352941,-30.43478261,-16.31912965,1.0,1.0,14.6,13.3,10.7,-1.3,-2.6,13.95,12,-3.25,-2.6,Decrease,Decrease,decr,-1,-1,-1
